#contig	Length	B0H_VFD_S52_	B0H_VFN_S44_	B0L_VFD_S51_	B0L_VFN_S43_	B2R2H_VFD_S54_	B2R2H_VFN_S46_	B2R2L_VFD_S53_	B2R2L_VFN_S45_	B3R2H_VFD_S55_	B3R2H_VFN_S48_	B3R2L_VFN_S47_	B8R2H_VFD_S57_	B8R2H_VFN_S50_	B8R2L_VFD_S56_	B8R2L_VFN_S49_
VIRSorter_Contig_4452-cat_2	46338	0.0898	0.0508	0.2721	0.3204	0.2870	0.0886	0.1509	0.0854	0.1586	0.0715	0.0655	0.1850	0.2329	0.2049	0.1215
VIRSorter_Contig_3612-cat_2	46326	0.0267	0.0000	0.0000	0.0000	0.0000	0.0000	0.0813	0.0646	0.0402	0.0000	0.0000	0.3452	0.6282	0.0709	0.0777
VIRSorter_Contig_4417-cat_2	46260	0.0197	0.0000	0.6426	0.3674	0.0653	0.0732	2.1218	0.3705	4.8171	1.1943	0.2443	0.4515	0.3821	13.0694	7.5454
VIRSorter_Contig_138-cat_2	46168	2.1800	0.8070	0.0000	0.0000	0.3964	0.2799	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1449-cat_2	46112	0.0020	0.0000	0.0000	0.0000	0.0523	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0271	0.0000
VIRSorter_Contig_1887-cat_2	46100	13.5953	6.9813	11.0351	13.8311	19.4070	17.0977	16.2973	9.5095	12.3459	8.1712	6.0834	22.8869	14.7194	11.5554	8.3115
VIRSorter_Contig_4206-cat_2	46047	10.0991	4.6945	11.5054	10.3246	6.7450	3.8442	6.4214	2.9169	1.7375	0.5488	4.5907	9.9920	8.3339	10.4193	6.1404
VIRSorter_Contig_3408-cat_2	46027	0.2029	0.0891	5.2822	4.0069	2.8875	2.2037	2.2961	1.3852	3.3743	1.9878	0.6191	10.6918	6.4320	0.4728	0.1423
VIRSorter_Contig_3212-cat_2	45981	1.5587	0.4287	2.6266	1.0634	29.8477	2.0490	2.1032	3.9722	1.8687	2.9133	1.7914	17.4165	2.9962	0.5048	1.0786
VIRSorter_Contig_22-cat_2	45948	9.8390	5.1976	3.7291	2.9757	9.8859	8.5686	2.1285	1.4214	2.4771	2.4222	1.5558	5.1855	3.8251	4.7150	2.0841
VIRSorter_Contig_3262-cat_2	45932	0.0778	0.1175	0.1467	0.0050	0.2500	0.1300	0.0235	0.0701	0.0819	0.1105	0.5779	36.4303	0.1967	0.1332	0.0179
VIRSorter_Contig_1577-cat_2	45849	9.5268	4.7110	7.8673	6.5148	11.1746	10.8272	5.9119	3.5992	8.8901	5.6499	2.9506	5.9482	4.3057	14.7411	7.3651
VIRSorter_Contig_711-cat_2	45832	0.5632	0.4975	0.8398	0.8411	0.5196	0.5163	0.4873	0.0578	0.7442	0.2121	0.1983	0.3438	0.1680	0.4920	0.3984
VIRSorter_Contig_3832-cat_2	45806	15.4037	7.9840	16.9104	17.4046	16.3702	12.4543	17.2769	11.9607	20.6136	16.9217	6.2882	32.9435	23.9932	21.2203	13.3662
VIRSorter_Contig_1605-cat_2	45579	14.7077	9.6974	17.9308	20.1411	36.0745	25.5628	29.3418	21.6220	24.5446	16.4384	13.3034	20.8252	13.9611	55.6394	32.0704
VIRSorter_Contig_1976-cat_2	45356	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	26.2209	3.0253	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_2424-cat_2	45336	1.9632	0.0947	0.8458	0.0307	0.1462	0.0362	0.0988	10.6794	0.0000	1.1770	0.5456	0.6807	0.0573	0.3897	0.0000
VIRSorter_Contig_4220-cat_2	45181	0.0666	0.0112	0.1488	0.2974	0.3218	0.2554	0.0808	0.0209	5.1740	0.6579	0.2054	0.3526	0.0694	17.2723	16.5360
VIRSorter_Contig_3117-cat_2	45172	0.0000	0.0000	0.1483	0.0274	0.0311	0.2095	0.0838	0.3790	0.4866	0.3449	0.0367	8.6003	1.1757	0.1810	0.1023
VIRSorter_Contig_1716-cat_2	45152	2.1045	1.0360	0.8659	0.1049	0.5131	4.7165	0.5616	0.1154	2.2703	0.2967	0.5281	0.0571	0.0464	0.1495	0.1827
VIRSorter_Contig_3452-cat_2	45145	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_168-cat_2	44993	15.0266	0.6467	0.0354	0.1525	0.1840	0.4744	0.1341	0.1019	0.0766	0.1591	0.0000	0.2374	0.4173	0.2350	0.0786
VIRSorter_Contig_4295-cat_2	44977	0.7749	0.6092	1.3349	1.2342	3.0652	2.8804	9.0165	5.0040	9.6653	1.3220	2.2680	9.6003	5.3334	12.0158	6.9376
VIRSorter_Contig_2061-cat_2	44941	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_473-cat_2	44931	48.5077	17.7286	0.0113	0.0000	14.1282	9.9655	0.0000	0.0000	0.0000	0.0000	3.0624	0.0000	0.0000	0.4295	0.3539
VIRSorter_Contig_4190-cat_2	44912	3.5507	1.1659	5.6400	5.0506	5.9658	4.7133	4.3197	1.9411	6.5395	2.9591	1.8419	5.7131	4.2518	9.0725	5.2733
VIRSorter_Contig_2983-cat_2	44878	0.0000	0.0000	0.0000	0.0000	1.7779	3.0814	0.0530	0.0264	44.0665	19.9347	0.7542	0.2420	0.2159	0.7604	0.8208
VIRSorter_Contig_729-cat_2	44869	7.1184	2.5734	9.9812	8.3620	0.2150	0.1886	29.8209	3.9525	1.1603	0.7062	0.0000	14.1951	8.5045	0.7947	0.3487
VIRSorter_Contig_1913-cat_2	44832	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.5700	1.5749	3.6684	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1727-cat_2	44575	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1562-cat_2	44477	0.0000	0.0000	0.0000	0.0000	0.0189	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_3861-cat_2	44437	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_3670-cat_2	44299	8.5117	2.6685	2.6292	2.0078	4.0465	2.4107	8.2276	4.2574	5.2054	2.9393	1.2115	8.7832	4.0693	4.0776	2.8456
VIRSorter_Contig_2178-cat_2	44264	3.3351	0.5745	11.7637	6.6538	4.3607	1.7792	8.5834	4.1891	12.9852	29.8589	11.1128	4.3614	4.1372	2.8009	2.9456
VIRSorter_Contig_1435-cat_2	44108	0.1332	0.0425	1.2611	1.4001	19.5198	0.1878	1.6035	0.4539	0.1869	1.3366	0.7217	0.2135	0.1096	0.1422	0.2582
VIRSorter_Contig_2179-cat_2	44078	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	13.1016	8.2512	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1712-cat_2	44068	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1195-cat_2	44066	0.4627	0.1764	0.3909	0.4519	0.4155	0.2467	0.5351	0.2575	0.4505	0.3182	0.0591	0.6317	0.3823	0.3703	0.2488
VIRSorter_Contig_259-cat_2	44057	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_4499-cat_2	44050	20.6676	11.3663	2.6421	1.7688	18.7203	12.8644	12.9037	8.8653	3.0397	0.6599	5.9336	4.0694	2.2966	10.0049	10.7665
VIRSorter_Contig_1569-cat_2	44021	8.5482	4.9724	1.3963	1.2922	19.2234	17.6388	6.6914	4.4320	0.3421	0.2407	0.9890	0.0642	0.1318	0.9185	0.4878
VIRSorter_Contig_3393-cat_2	43953	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_4207-cat_2	43908	0.0000	0.0000	0.0000	0.0000	1.0002	0.0156	0.3778	0.5193	0.5090	0.7387	0.0053	0.0000	0.0000	14.2950	0.6202
VIRSorter_Contig_2730-cat_2	43885	8.2879	2.8630	8.5281	7.0727	2.9437	1.9418	13.6472	7.0266	11.8247	4.3058	0.8382	8.0641	3.0817	9.1042	7.0531
VIRSorter_Contig_744-cat_2	43723	0.0000	0.0000	9.1003	6.3418	0.0000	0.0000	4.8559	4.6748	1.3393	1.1543	0.0000	4.5440	1.8161	0.0000	0.0000
VIRSorter_Contig_2754-cat_2	43706	73.8425	53.6884	75.9119	58.7781	73.4278	51.0216	69.6984	38.6340	48.0912	36.6027	24.8634	72.5968	58.0569	44.2769	24.5458
VIRSorter_Contig_1183-cat_2	43673	6.8136	2.4053	11.7325	4.1983	14.4053	1.0157	2.9493	5.7121	0.0000	0.0000	0.5840	0.0000	0.0000	22.8481	5.5803
VIRSorter_Contig_1854-cat_2	43566	0.0000	0.0000	1.2076	2.0179	7.7729	9.6653	6.8312	4.2411	8.2998	4.3210	14.1334	8.5581	3.0938	9.4900	10.5822
VIRSorter_Contig_1104-cat_2	43463	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_72-cat_2	43456	12.0010	7.5945	12.2658	15.2857	7.3813	9.9370	12.7420	3.8900	12.7828	6.1441	4.6013	7.0464	3.9020	10.4854	7.4214
VIRSorter_Contig_4240-cat_2	43453	0.7568	0.7284	2.3610	1.8372	1.7137	1.5207	2.1288	0.3469	1.9943	0.3205	0.3801	0.4887	0.5546	1.5508	1.0465
VIRSorter_Contig_3841-cat_2	43436	20.3850	14.0866	13.6997	12.8730	31.5433	14.3978	11.8961	11.7193	10.0557	6.7539	6.8749	16.5773	12.1571	18.5297	12.2499
VIRSorter_Contig_1426-cat_2	43374	10.0554	4.4747	0.2679	0.1784	15.7597	8.4739	20.4328	17.3628	17.0454	9.4697	3.9971	0.4251	0.3648	6.1504	5.6780
VIRSorter_Contig_4540-cat_2	43371	1.9720	1.4041	2.9108	3.7036	0.0695	0.1468	3.8827	0.8900	16.7571	6.6171	2.8673	6.7996	4.0115	20.9935	17.3129
VIRSorter_Contig_4262-cat_2	43243	9.5167	6.2687	16.0711	13.8906	7.9252	7.3418	17.1256	8.9474	22.7717	8.9397	3.8701	20.9825	15.5044	13.9730	8.1511
VIRSorter_Contig_1397-cat_2	43171	0.2560	0.1864	0.1560	0.1846	24.6197	0.2510	0.5009	0.1420	0.5877	0.4693	0.2554	0.4903	0.2505	0.3185	0.2410
VIRSorter_Contig_2580-cat_2	43171	1.9605	1.2785	5.8862	3.9966	1.2054	2.2889	4.3418	3.6759	12.2974	2.1086	0.8643	4.3703	3.8208	1.7706	0.8597
VIRSorter_Contig_1633-cat_2	43112	0.2408	0.1010	0.0670	0.0833	0.1393	0.0000	0.4697	0.3580	0.0938	0.0000	0.0000	0.0000	0.0000	0.1575	0.0000
VIRSorter_Contig_43-cat_2	43073	104.3154	7.4070	0.3324	1.0604	14.5121	9.9870	14.9150	4.6186	15.7755	7.7692	2.3998	5.4795	1.5919	3.4138	2.6937
VIRSorter_Contig_707-cat_2	43065	8.2490	4.1207	13.4234	8.5240	13.4425	3.7316	6.8748	3.0458	4.8689	2.3632	2.0273	4.9180	3.4042	3.4813	3.6412
VIRSorter_Contig_3953-cat_2	43064	0.1580	0.0446	0.0639	0.0000	9.0457	6.4584	2.1022	1.8881	6.5765	3.8835	2.8988	1.4575	0.7034	41.7594	18.8849
VIRSorter_Contig_2411-cat_2	43013	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_2529-cat_2	43002	2.2132	0.3606	0.0000	0.0000	0.1088	0.0000	0.0154	0.0000	61.7789	16.9988	0.6678	0.1778	0.1027	0.7721	1.1666
VIRSorter_Contig_2223-cat_2	43002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_4298-cat_2	42915	0.2075	0.1539	0.2669	0.2433	0.2024	0.0598	0.2525	0.1303	0.1636	0.0263	0.0000	0.2313	0.1782	0.2545	0.0887
VIRSorter_Contig_1227-cat_2	42880	2.9376	1.5877	1.5255	1.8753	15.2977	8.3369	2.1476	1.8384	1.7701	1.3214	1.2756	1.1280	0.8886	1.5242	0.6973
VIRSorter_Contig_1438-cat_2	42776	2.2143	1.3747	0.0106	0.0037	14.0011	6.6818	1.0152	0.6311	0.0000	0.0000	0.1044	0.0000	0.0000	0.4473	0.1543
VIRSorter_Contig_2703-cat_2	42660	0.7932	0.4962	5.8517	5.0230	1.1984	0.4349	10.3148	4.0413	17.9055	9.4733	0.1062	6.9882	6.6627	0.3612	0.1895
VIRSorter_Contig_1043-cat_2	42616	0.0000	0.0000	0.0170	0.0426	0.0272	0.0000	0.1899	0.0418	0.1355	0.0508	0.0000	0.1380	0.0747	0.0179	0.0224
VIRSorter_Contig_1853-cat_2	42478	0.0000	0.0000	0.0000	0.0000	0.0163	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_2259-cat_2	42475	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_2025-cat_2	42432	0.5764	0.1666	19.1096	27.1572	37.6526	10.3265	33.0918	18.3737	31.8730	42.8500	3.2849	17.1315	3.7302	0.0000	0.0000
VIRSorter_Contig_1837-cat_2	42421	7.7770	8.8074	3.1334	4.1684	7.2008	8.9365	5.7902	4.8356	0.6476	0.4848	2.4252	4.0217	7.8035	2.6673	2.4940
VIRSorter_Contig_1180-cat_2	42390	0.1393	0.1466	0.0000	0.0000	14.2078	0.4737	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_4487-cat_2	42356	42.0649	15.0711	4.3482	4.2863	27.4670	14.1491	9.9607	6.7799	5.0231	2.3591	5.6361	12.0387	8.3314	23.4332	15.0995
VIRSorter_Contig_3069-cat_2	42175	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4542	0.0000	16.8226	0.0000	0.3109	0.0000	0.0000
VIRSorter_Contig_878-cat_2	42173	6.7081	3.0170	11.7031	8.5982	23.7721	5.0393	14.0582	9.9078	13.0380	11.0945	24.3982	18.6865	8.3544	9.3096	4.8428
VIRSorter_Contig_3738-cat_2	42154	7.3927	4.0037	5.4246	4.5229	9.5525	7.8184	8.9998	4.4138	8.0583	5.7779	4.9139	40.6349	27.9309	6.5344	4.3135
VIRSorter_Contig_1807-cat_2	42083	4.0556	6.1432	2.2107	4.2580	9.4323	8.4789	4.0913	2.9003	4.8122	5.6596	2.1794	3.5225	2.7606	9.6556	4.0181
VIRSorter_Contig_3756-cat_2	42035	0.9297	0.6345	0.7520	0.4414	0.6918	0.8298	0.5123	0.4138	0.3708	0.3797	0.7972	1.5006	12.0505	0.3810	0.4545
VIRSorter_Contig_4457-cat_2	42007	0.0000	0.0000	0.0000	0.0000	0.0624	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1797	0.0432
VIRSorter_Contig_4296-cat_2	42006	4.5717	1.7734	7.2060	7.3822	3.4764	5.0855	4.5931	1.9128	6.1546	1.1725	1.5754	1.5126	0.8038	11.9199	5.6872
VIRSorter_Contig_4503-cat_2	41914	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_2248-cat_2	41904	0.1901	7.0644	0.1933	0.0000	0.0000	0.0000	11.9719	3.8069	2.3024	5.8465	0.2187	0.1424	1.3817	2.6592	1.4432
VIRSorter_Contig_595-cat_2	41894	0.1929	0.0980	0.0535	0.0804	0.1383	0.0903	0.0758	0.0790	0.0000	0.0000	0.0036	0.0000	0.0334	0.0582	0.0304
VIRSorter_Contig_2073-cat_2	41760	6.3288	2.6783	3.1387	4.3425	17.7188	11.5982	13.2290	8.5976	15.1561	9.4998	3.7438	10.6181	5.3042	1.9124	1.6408
VIRSorter_Contig_4199-cat_2	41733	0.2095	0.1407	2.5059	0.2484	2.0693	0.6441	0.0000	0.0000	0.0000	0.0000	1.1250	0.0000	0.0000	84.6928	8.8427
VIRSorter_Contig_3960-cat_2	41663	7.3530	5.2961	6.7440	7.7476	4.6810	3.8191	4.3921	4.8332	2.0450	1.0420	2.3188	3.6635	2.6589	17.5361	10.3944
VIRSorter_Contig_1828-cat_2	41624	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_627-cat_2	41621	0.3246	0.0417	11.8946	0.5535	0.2143	0.0061	3.6632	1.3223	6.7232	3.9874	1.4938	12.5590	3.3305	3.4597	2.0880
VIRSorter_Contig_1041-cat_2	41533	0.3502	1.1579	19.9043	15.0182	0.1563	0.1523	6.3924	1.6458	2.4135	2.4231	0.8733	2.4751	1.0476	0.3589	0.2507
VIRSorter_Contig_529-cat_2	41470	0.3623	8.6636	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_3397-cat_2	41468	0.6739	0.5839	3.2883	5.0049	0.0000	0.0000	0.0000	0.0093	0.0045	0.0455	0.4447	13.5714	5.1224	0.0000	0.0234
VIRSorter_Contig_2002-cat_2	41439	0.1815	0.0000	0.6310	1.5337	0.0000	0.1923	8.4393	0.1305	0.0000	0.0000	0.0000	0.0399	0.2283	0.0000	0.0000
VIRSorter_Contig_4215-cat_2	41438	5.3736	2.8951	3.9155	4.1704	2.1557	1.2212	4.3068	4.0039	2.9021	2.1142	2.1305	4.2360	3.2244	14.8618	6.9644
VIRSorter_Contig_3346-cat_2	41399	0.4368	0.1488	2.2558	2.5795	1.4628	1.1864	1.2459	1.0848	3.2111	1.8778	0.6101	9.1633	5.0761	0.7430	0.3194
VIRSorter_Contig_486-cat_2	41207	0.6801	18.6212	3.5386	0.9465	5.3381	8.0153	1.3598	1.1902	0.0000	0.0000	0.1440	0.0732	2.3553	0.0291	0.1432
VIRSorter_Contig_1735-cat_2	41192	19.1015	13.3725	15.7886	9.0225	19.5517	16.2641	14.4719	10.3124	7.0752	8.5364	8.4516	17.2746	10.2369	15.0340	12.8511
VIRSorter_Contig_3800-cat_2	41157	0.4513	0.1589	0.3917	0.7000	0.9227	0.1739	0.6968	0.6217	0.3806	0.0316	0.9969	4.0931	14.1126	0.5423	0.7198
VIRSorter_Contig_537-cat_2	41072	14.9856	10.2674	11.8378	10.8416	9.0514	3.3807	1.4113	1.4237	0.6681	0.0909	3.8669	3.1812	3.3472	9.6201	5.2444
VIRSorter_Contig_3687-cat_2	41029	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.2795	0.0393	2.9053	0.5124	0.0000	3.8499	7.5058	0.0000	0.0000
VIRSorter_Contig_164-cat_2	40945	13.7003	9.1692	10.2183	13.7780	0.0000	0.2406	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_3411-cat_2	40930	0.3780	0.4229	1.1976	1.2682	0.1426	0.1633	0.5429	1.2510	0.9816	0.4909	0.3638	11.9241	0.6291	0.4546	0.0858
VIRSorter_Contig_2191-cat_2	40918	12.9159	6.4444	5.1047	6.6245	7.5092	5.1925	14.1770	6.0928	9.5483	10.6980	5.0039	6.8869	14.4289	7.9720	7.7675
VIRSorter_Contig_3427-cat_2	40597	1.6713	0.5567	1.1647	1.6166	1.2643	0.4521	5.2806	2.7970	5.1377	2.6185	1.3858	9.3576	5.9100	3.0438	2.1070
VIRSorter_Contig_2828-cat_2	40567	0.4234	0.2719	1.1370	3.7428	4.6070	1.9511	20.3332	7.6432	22.6018	9.1953	2.9165	22.1625	6.2007	34.2571	3.8318
VIRSorter_Contig_2852-cat_2	40507	0.0073	0.0052	1.5430	3.2196	5.1172	4.5894	6.6451	6.0370	11.1288	6.5029	1.5426	0.0000	0.0000	0.3675	0.2220
VIRSorter_Contig_136-cat_2	40493	12.1562	1.1764	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_3875-cat_2	40469	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1953-cat_2	40408	0.7398	0.1651	0.1064	0.0987	0.4230	0.3809	10.2432	0.0899	0.0588	0.0000	0.1287	0.0000	0.0000	0.1394	0.0865
VIRSorter_Contig_2790-cat_2	40316	0.0194	0.0036	0.0000	0.3610	0.0000	0.0000	0.0082	0.1072	11.2336	0.1961	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_3532-cat_2	40309	2.4909	0.1981	0.1615	0.2223	3.6788	0.1687	0.3150	0.0871	1.6301	0.5236	1.2465	21.2554	0.0840	0.2262	0.0000
VIRSorter_Contig_552-cat_2	40285	11.8688	9.3480	4.6299	4.3836	5.3713	3.5014	6.7633	5.6554	3.9325	2.3229	1.5831	4.1685	3.8958	6.6664	3.5134
VIRSorter_Contig_4084-cat_2	40229	11.2338	7.6235	16.3563	17.9085	8.5852	2.4992	2.3795	2.4234	2.9819	2.0984	2.0896	9.2223	7.8234	12.6821	9.2989
VIRSorter_Contig_1220-cat_2	40228	5.5468	3.3566	6.2946	5.2489	10.9378	5.8755	5.1717	3.7104	4.9318	2.9951	3.7141	5.9815	3.6464	5.9613	3.2348
VIRSorter_Contig_1090-cat_2	40221	10.1717	13.8818	20.2409	29.7458	3.4363	3.0350	29.8016	23.5149	32.6871	24.1710	2.7671	41.0281	23.5075	6.5896	1.1397
VIRSorter_Contig_1635-cat_2	40146	0.2039	0.0704	0.1056	0.0655	0.5391	0.3375	0.3581	0.3225	0.1230	0.0404	0.1818	0.0000	0.0690	0.4432	0.2684
VIRSorter_Contig_3445-cat_2	40137	0.4706	0.4453	0.9574	0.6299	6.6263	6.3613	0.8222	0.4963	2.8141	1.3459	3.9859	18.3522	11.4275	2.6089	1.3896
VIRSorter_Contig_548-cat_2	40122	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1748-cat_2	39960	0.0282	0.0000	1.7419	4.0696	5.7678	19.9420	0.0000	0.0666	0.9152	0.0000	0.0000	1.1266	0.1383	0.0000	0.0000
VIRSorter_Contig_3814-cat_2	39938	15.6864	9.9905	24.2926	22.3057	33.4872	28.7478	27.3414	13.1600	14.0546	7.6265	12.0071	25.2741	14.3609	29.8700	17.9658
VIRSorter_Contig_3284-cat_2	39898	5.7440	1.1074	0.0222	0.0687	0.0174	0.0000	0.3481	0.3156	0.1008	0.0941	0.0000	10.6953	8.1519	0.2273	0.2681
VIRSorter_Contig_1808-cat_2	39876	52.2383	19.2440	0.0996	0.0000	15.7115	11.5261	0.0000	0.0000	0.0000	0.0000	3.2911	0.0000	0.0000	0.6754	0.3439
VIRSorter_Contig_3351-cat_2	39799	0.0000	0.0000	1.5798	2.0386	0.7573	0.3609	1.0098	0.5689	8.6555	5.5217	0.1617	9.1301	4.1870	1.8310	0.7665
VIRSorter_Contig_4419-cat_2	39788	7.4910	5.3169	12.4520	8.7556	5.2278	5.2768	1.8430	1.5987	3.2053	2.5631	63.1011	2.3951	1.5029	19.0680	8.8119
VIRSorter_Contig_3690-cat_2	39751	7.1412	4.6305	7.0084	9.2461	9.9925	6.9702	8.9557	5.4411	11.9092	6.1045	1.6812	10.2503	8.4484	13.8984	7.1483
VIRSorter_Contig_4307-cat_2	39740	3.7540	1.8552	4.2184	5.0650	3.6898	2.6231	6.3318	5.1932	6.1050	4.0084	2.2230	7.2910	4.9062	17.2974	9.9607
VIRSorter_Contig_3098-cat_2	39737	2.5549	1.0094	1.1055	1.3401	7.4190	5.5340	0.3613	0.0848	7.0338	3.1490	1.6874	10.5071	7.1219	4.7663	2.3685
VIRSorter_Contig_3080-cat_2	39689	1.2166	0.1106	0.2221	0.2686	2.6824	0.3532	0.7534	0.2174	1.9158	2.2302	2.7192	0.0707	0.0000	4.4178	2.0995
VIRSorter_Contig_239-cat_2	39678	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_639-cat_2	39677	9.2121	7.9455	13.4490	12.2796	6.8048	6.0640	9.7215	4.0038	13.5786	6.3461	4.1667	11.1142	10.1761	5.9434	4.0023
VIRSorter_Contig_3120-cat_2	39668	2.0520	0.9568	3.6011	3.1287	1.2121	1.2424	3.2520	0.6636	2.8860	2.1072	1.8160	3.5466	1.7213	3.0423	2.5114
VIRSorter_Contig_1360-cat_2	39661	0.1711	0.0000	0.0000	0.0000	9.8104	3.0254	0.0090	0.0679	0.0243	0.0000	0.5711	0.0000	0.0000	0.0000	2.4006
VIRSorter_Contig_1610-cat_2	39636	0.0000	0.0000	0.0000	0.6071	13.5826	0.8455	0.0000	0.0000	0.0000	0.0000	0.1652	0.0000	0.0000	7.6461	2.7371
VIRSorter_Contig_97-cat_2	39576	14.8805	7.9524	0.0000	0.0000	0.0033	0.0256	0.3193	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1238-cat_2	39561	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1033-cat_2	39558	7.6876	2.3091	5.2422	9.0244	4.6561	5.9148	3.7646	0.7232	0.0000	0.0000	0.5144	0.3335	0.6923	0.0000	0.0000
VIRSorter_Contig_4534-cat_2	39557	1.7674	0.9309	2.0731	1.9317	2.6870	0.8641	2.2619	2.9220	2.4054	2.2541	1.7215	4.8994	3.5647	16.6265	9.5289
VIRSorter_Contig_4023-cat_2	39548	1.3452	0.6548	1.0195	1.2539	0.1438	0.0566	1.5067	1.2011	2.8405	1.3938	0.6049	1.4696	1.2644	14.6386	7.4446
VIRSorter_Contig_4378-cat_2	39547	9.3556	5.3366	10.1063	10.6855	12.9462	9.0662	7.5766	5.1409	16.7946	9.3459	5.4440	8.8727	6.3192	18.1833	9.4994
VIRSorter_Contig_3156-cat_2	39539	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4149	0.0000	0.0000	42.7037	29.4567	0.0000	0.0000
VIRSorter_Contig_4584-cat_2	39428	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
