#contig	Length	B0H_VFD_S52	B0H_VFN_S44	B0L_VFD_S51	B0L_VFN_S43	B2R2H_VFD_S54	B2R2H_VFN_S46	B2R2L_VFD_S53	B2R2L_VFN_S45	B3R2H_VFD_S55	B3R2H_VFN_S48	B3R2L_VFN_S47	B8R2H_VFD_S57	B8R2H_VFN_S50	B8R2L_VFD_S56	B8R2L_VFN_S49
VIRSorter_Contig_2330-cat_2	49401	0.0018	0.0006	0.0019	0.0015	0.0005	0.0007	0.0034	0.0010	0.0007	0.0002	0.0003	0.0015	0.0005	0.0009	0.0019
VIRSorter_Contig_1210-cat_2	49127	0.1074	0.0511	0.0466	0.0531	0.5185	0.2221	0.0985	0.0776	0.0962	0.0823	0.0437	0.1372	0.0541	0.0902	0.0543
VIRSorter_Contig_1382-cat_2	49108	0.0032	0.0013	0.0004	0.0037	0.1476	0.0007	0.0164	0.0040	0.0023	0.0003	0.0122	0.0005	0.1273	0.0119	0.0051
VIRSorter_Contig_1835-cat_2	49037	0.0004	0.0001	0.0003	0.0002	0.0022	0.0012	0.0002	0.0001	0.0002	0.0003	0.0001	0.0004	0.0002	0.0004	0.0004
VIRSorter_Contig_1421-cat_2	48900	0.0111	0.0057	0.0000	0.0000	0.1043	0.0513	0.0002	0.0000	0.0004	0.0003	0.0200	0.0014	0.0008	0.0196	0.0134
VIRSorter_Contig_4138-cat_2	48842	0.0820	0.0476	0.0671	0.0753	0.0750	0.0576	0.1004	0.0785	0.0848	0.0594	0.0350	0.1571	0.0986	0.1048	0.0660
VIRSorter_Contig_3093-cat_2	48809	0.0120	0.0076	0.0226	0.0197	0.0143	0.0158	0.0055	0.0048	0.0198	0.0197	0.0138	0.0997	0.0709	0.0434	0.0304
VIRSorter_Contig_1547-cat_2	48768	0.1411	0.0724	0.1490	0.1189	0.2030	0.1108	0.1762	0.1021	0.2020	0.1295	0.1219	0.2752	0.1698	0.3193	0.1573
VIRSorter_Contig_1805-cat_2	48764	0.0000	0.0001	0.0000	0.0000	0.0014	0.0014	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0003	0.0000	0.0000
VIRSorter_Contig_3835-cat_2	48615	0.0072	0.0010	0.0034	0.0039	0.0026	0.0016	0.0049	0.0035	0.0274	0.0258	0.0009	0.0796	0.0708	0.0022	0.0042
VIRSorter_Contig_2431-cat_2	48473	0.0910	0.0652	0.0822	0.0900	0.1118	0.0750	0.1340	0.1107	0.1316	0.0479	0.0413	0.0750	0.0601	0.1521	0.0774
VIRSorter_Contig_2479-cat_2	48471	0.0010	0.0002	0.0019	0.0012	0.0056	0.0088	0.0057	0.0981	0.0371	0.0053	0.0007	0.0110	0.0074	0.0074	0.0027
VIRSorter_Contig_936-cat_2	48460	0.0014	0.0003	0.0563	0.0811	0.0002	0.0000	0.0007	0.0007	0.0003	0.0001	0.0001	0.0529	0.0338	0.0003	0.0001
VIRSorter_Contig_806-cat_2	48364	0.0693	0.0418	0.1455	0.1821	0.0452	0.0196	0.0635	0.0401	0.0040	0.0054	0.0284	0.1126	0.0820	0.0313	0.0268
VIRSorter_Contig_432-cat_2	48361	0.0642	0.0011	0.0018	0.0011	0.0043	0.0047	0.0013	0.0008	0.0010	0.0027	0.0007	0.0006	0.0006	0.0010	0.0007
VIRSorter_Contig_591-cat_2	48254	0.0148	0.0196	0.0459	0.0370	0.0339	0.0396	0.0549	0.0104	0.0456	0.0077	0.0095	0.0147	0.0160	0.0268	0.0206
VIRSorter_Contig_1656-cat_2	48215	0.0029	0.0021	0.0024	0.0021	0.0840	0.0476	0.0030	0.0016	0.0069	0.0057	0.0157	0.0119	0.0099	0.0379	0.0255
VIRSorter_Contig_3707-cat_2	48158	0.0751	0.0500	0.0436	0.0412	0.0570	0.0360	0.0682	0.0478	0.0848	0.0436	0.0343	0.1509	0.1204	0.0430	0.0238
VIRSorter_Contig_3725-cat_2	48037	0.0020	0.0014	0.0023	0.0038	0.0031	0.0018	0.0108	0.0051	0.0137	0.0059	0.0015	0.0098	0.0073	0.0043	0.0038
VIRSorter_Contig_2898-cat_2	48031	0.0026	0.0011	0.0071	0.0117	0.0073	0.0046	0.0056	0.0046	0.0416	0.0334	0.0111	0.0075	0.0056	0.0086	0.0075
VIRSorter_Contig_2144-cat_2	47968	0.0806	0.0381	0.0862	0.0797	0.0670	0.0359	0.0995	0.0447	0.1051	0.0562	0.0242	0.0742	0.0325	0.1347	0.0899
VIRSorter_Contig_4076-cat_2	47905	0.0022	0.0008	0.0022	0.0032	0.0016	0.0018	0.0093	0.0044	0.0101	0.0045	0.0011	0.0082	0.0048	0.0045	0.0028
VIRSorter_Contig_2501-cat_2	47777	0.0557	0.0291	0.0192	0.0335	0.0290	0.0224	0.1341	0.0716	0.2336	0.1683	0.0217	0.1778	0.0952	0.1220	0.0747
VIRSorter_Contig_2451-cat_2	47742	0.0013	0.0010	0.0023	0.0026	0.0023	0.0013	0.0088	0.0047	0.0109	0.0045	0.0010	0.0066	0.0038	0.0031	0.0021
VIRSorter_Contig_2342-cat_2	47692	0.0000	0.0000	0.0018	0.0011	0.0000	0.0000	0.2118	0.0302	0.0083	0.0014	0.0003	0.0011	0.0007	0.0154	0.0111
VIRSorter_Contig_585-cat_2	47598	0.1652	0.0955	0.0027	0.0022	0.0370	0.0256	0.0023	0.0011	0.0006	0.0008	0.0136	0.0009	0.0003	0.0435	0.0335
VIRSorter_Contig_2347-cat_2	47463	0.0669	0.0422	0.0683	0.0855	0.0437	0.0544	0.0728	0.0184	0.0745	0.0358	0.0261	0.0384	0.0226	0.0574	0.0410
VIRSorter_Contig_2783-cat_2	47382	0.0003	0.0001	0.0003	0.0002	0.0007	0.0003	0.0008	0.0006	0.0007	0.0004	0.0005	0.0015	0.0003	0.0001	0.0001
VIRSorter_Contig_1300-cat_2	47381	0.0000	0.0000	0.0000	0.0000	0.0649	0.0063	0.0002	0.0000	0.0002	0.0000	0.0003	0.0000	0.0001	0.0015	0.0001
VIRSorter_Contig_1274-cat_2	47351	0.0528	0.0093	0.0148	0.0190	0.1617	0.0223	0.0394	0.0124	0.0750	0.0991	0.0837	0.0054	0.0015	0.1676	0.0916
VIRSorter_Contig_3751-cat_2	47247	0.0120	0.0217	0.0080	0.0269	0.0487	0.0854	0.0101	0.0189	0.0497	0.0242	0.0144	0.0087	0.0853	0.0079	0.0507
VIRSorter_Contig_81-cat_2	47205	0.0876	0.0544	0.0041	0.0029	0.0507	0.0319	0.0072	0.0031	0.0013	0.0007	0.0185	0.0034	0.0029	0.0298	0.0108
VIRSorter_Contig_2778-cat_2	47183	0.0071	0.0039	0.0048	0.0062	0.0041	0.0034	0.0066	0.0051	0.0039	0.0021	0.0017	0.0045	0.0030	0.0081	0.0055
VIRSorter_Contig_1674-cat_2	47165	0.2058	0.1090	0.1584	0.1518	0.5177	0.4400	0.1868	0.1188	0.1234	0.1033	0.1657	0.2160	0.1367	0.4412	0.2358
VIRSorter_Contig_3343-cat_2	46949	0.0075	0.0046	0.0032	0.0056	0.0031	0.0020	0.0125	0.0087	0.0347	0.0299	0.0075	0.0702	0.0304	0.0035	0.0030
VIRSorter_Contig_3501-cat_2	46945	0.0134	0.0050	0.0197	0.0206	0.0191	0.0024	0.0232	0.0160	0.0209	0.0224	0.0036	0.0910	0.0200	0.0216	0.0066
VIRSorter_Contig_4043-cat_2	46913	0.1414	0.0882	0.0697	0.0673	0.1339	0.1017	0.0903	0.0787	0.0071	0.0032	0.0400	0.0305	0.0286	0.0845	0.0428
VIRSorter_Contig_3651-cat_2	46763	0.0033	0.0011	0.0155	0.0407	0.0407	0.0145	0.0000	0.0000	0.0000	0.0000	0.0061	0.1054	0.0600	0.0236	0.0171
VIRSorter_Contig_3782-cat_2	46752	0.0280	0.0153	0.0147	0.0205	0.0304	0.0226	0.0131	0.0108	0.0586	0.0413	0.0106	0.1208	0.0946	0.0214	0.0201
VIRSorter_Contig_2277-cat_2	46716	0.1204	0.0317	0.0234	0.0138	0.2892	0.0899	0.1008	0.0394	0.0105	0.0124	0.0352	0.0394	0.0216	0.0485	0.0226
VIRSorter_Contig_262-cat_2	46534	0.1201	0.0816	0.0240	0.0253	0.0573	0.0367	0.0413	0.0344	0.0076	0.0027	0.0224	0.0128	0.0084	0.0466	0.0375
VIRSorter_Contig_2272-cat_2	46519	0.0008	0.0018	0.0034	0.0011	0.0001	0.0007	0.1704	0.0030	0.0047	0.0011	0.0004	0.0014	0.0009	0.0003	0.0006
VIRSorter_Contig_4592-cat_2	46516	0.0147	0.0128	0.0261	0.0362	0.0017	0.0028	0.0308	0.0088	0.1367	0.0571	0.0236	0.0597	0.0365	0.1821	0.1489
VIRSorter_Contig_1649-cat_2	46516	0.0704	0.0413	0.0687	0.0785	0.0850	0.0435	0.0271	0.0215	0.0167	0.0144	0.0396	0.0637	0.0621	0.0936	0.0586
VIRSorter_Contig_4282-cat_2	46473	0.0000	0.0000	0.0001	0.0001	0.0001	0.0000	0.0000	0.0001	0.0003	0.0002	0.0000	0.0005	0.0005	0.0005	0.0004
VIRSorter_Contig_4340-cat_2	46473	0.0788	0.0496	0.0611	0.0825	0.1241	0.0642	0.0969	0.0804	0.0320	0.0241	0.0671	0.0350	0.0191	0.1841	0.1054
VIRSorter_Contig_4452-cat_2	46338	0.0030	0.0021	0.0046	0.0060	0.0052	0.0025	0.0040	0.0026	0.0033	0.0023	0.0022	0.0037	0.0035	0.0054	0.0037
VIRSorter_Contig_3612-cat_2	46326	0.0016	0.0005	0.0006	0.0009	0.0010	0.0004	0.0026	0.0025	0.0030	0.0010	0.0008	0.0079	0.0100	0.0027	0.0036
VIRSorter_Contig_4417-cat_2	46260	0.0009	0.0005	0.0057	0.0041	0.0016	0.0014	0.0161	0.0039	0.0349	0.0098	0.0031	0.0048	0.0040	0.0937	0.0546
VIRSorter_Contig_138-cat_2	46168	0.0184	0.0082	0.0006	0.0000	0.0062	0.0039	0.0001	0.0000	0.0006	0.0001	0.0004	0.0005	0.0002	0.0000	0.0000
VIRSorter_Contig_1449-cat_2	46112	0.0037	0.0017	0.0015	0.0015	0.0041	0.0026	0.0015	0.0016	0.0010	0.0005	0.0010	0.0011	0.0003	0.0040	0.0021
VIRSorter_Contig_1887-cat_2	46100	0.1005	0.0522	0.0832	0.1021	0.1425	0.1238	0.1197	0.0690	0.0949	0.0605	0.0454	0.1649	0.1068	0.0851	0.0619
VIRSorter_Contig_4206-cat_2	46047	0.0724	0.0337	0.0837	0.0740	0.0507	0.0290	0.0478	0.0230	0.0165	0.0074	0.0341	0.0739	0.0632	0.0751	0.0443
VIRSorter_Contig_3408-cat_2	46027	0.0026	0.0017	0.0380	0.0291	0.0213	0.0169	0.0174	0.0110	0.0247	0.0154	0.0059	0.0759	0.0461	0.0044	0.0019
VIRSorter_Contig_3212-cat_2	45981	0.0122	0.0042	0.0202	0.0089	0.2118	0.0157	0.0158	0.0291	0.0145	0.0218	0.0135	0.1225	0.0225	0.0046	0.0091
VIRSorter_Contig_22-cat_2	45948	0.0716	0.0373	0.0275	0.0220	0.0715	0.0618	0.0159	0.0115	0.0194	0.0183	0.0124	0.0373	0.0282	0.0347	0.0160
VIRSorter_Contig_3262-cat_2	45932	0.0020	0.0020	0.0038	0.0012	0.0066	0.0027	0.0017	0.0020	0.0019	0.0028	0.0079	0.2603	0.0030	0.0032	0.0017
VIRSorter_Contig_1577-cat_2	45849	0.0695	0.0344	0.0573	0.0478	0.0826	0.0771	0.0437	0.0270	0.0646	0.0414	0.0221	0.0436	0.0320	0.1065	0.0530
VIRSorter_Contig_711-cat_2	45832	0.0093	0.0082	0.0125	0.0143	0.0084	0.0088	0.0105	0.0030	0.0136	0.0049	0.0046	0.0068	0.0034	0.0095	0.0078
VIRSorter_Contig_3832-cat_2	45806	0.1108	0.0573	0.1197	0.1250	0.1175	0.0883	0.1230	0.0862	0.1473	0.1212	0.0456	0.2322	0.1716	0.1505	0.0954
VIRSorter_Contig_1605-cat_2	45579	0.1099	0.0731	0.1366	0.1520	0.2627	0.1854	0.2169	0.1590	0.1931	0.1289	0.0968	0.1657	0.1115	0.4094	0.2368
VIRSorter_Contig_1976-cat_2	45356	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.1861	0.0227	0.0004	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_2424-cat_2	45336	0.0155	0.0017	0.0075	0.0013	0.0024	0.0012	0.0020	0.0774	0.0006	0.0106	0.0051	0.0067	0.0015	0.0041	0.0006
VIRSorter_Contig_4220-cat_2	45181	0.0014	0.0010	0.0023	0.0034	0.0037	0.0031	0.0018	0.0011	0.0388	0.0062	0.0030	0.0057	0.0014	0.1231	0.1149
VIRSorter_Contig_3117-cat_2	45172	0.0008	0.0002	0.0037	0.0073	0.0031	0.0048	0.0029	0.0064	0.0073	0.0053	0.0015	0.0663	0.0105	0.0048	0.0034
VIRSorter_Contig_1716-cat_2	45152	0.0212	0.0122	0.0159	0.0030	0.0074	0.0450	0.0073	0.0025	0.0245	0.0043	0.0080	0.0016	0.0014	0.0030	0.0032
VIRSorter_Contig_3452-cat_2	45145	0.0001	0.0002	0.0031	0.0027	0.0000	0.0000	0.0016	0.0014	0.0010	0.0008	0.0000	0.0035	0.0021	0.0004	0.0002
VIRSorter_Contig_168-cat_2	44993	0.1082	0.0058	0.0011	0.0023	0.0024	0.0046	0.0021	0.0016	0.0017	0.0020	0.0009	0.0028	0.0043	0.0028	0.0015
VIRSorter_Contig_4295-cat_2	44977	0.0069	0.0055	0.0110	0.0104	0.0231	0.0218	0.0639	0.0359	0.0699	0.0111	0.0170	0.0697	0.0390	0.0882	0.0506
VIRSorter_Contig_2061-cat_2	44941	0.0011	0.0010	0.0009	0.0020	0.0009	0.0009	0.0014	0.0014	0.0013	0.0004	0.0003	0.0009	0.0007	0.0024	0.0010
VIRSorter_Contig_473-cat_2	44931	0.3448	0.1259	0.0010	0.0002	0.1011	0.0723	0.0007	0.0003	0.0000	0.0004	0.0232	0.0004	0.0002	0.0043	0.0038
VIRSorter_Contig_4190-cat_2	44912	0.0269	0.0103	0.0404	0.0366	0.0440	0.0341	0.0310	0.0151	0.0473	0.0216	0.0142	0.0408	0.0311	0.0641	0.0383
VIRSorter_Contig_2983-cat_2	44878	0.0002	0.0001	0.0002	0.0006	0.0146	0.0230	0.0020	0.0014	0.3274	0.1439	0.0070	0.0049	0.0032	0.0078	0.0076
VIRSorter_Contig_729-cat_2	44869	0.0513	0.0200	0.0717	0.0606	0.0051	0.0029	0.2095	0.0298	0.0115	0.0068	0.0003	0.0997	0.0610	0.0085	0.0045
VIRSorter_Contig_1913-cat_2	44832	0.0001	0.0000	0.0000	0.0003	0.0002	0.0002	0.0714	0.0125	0.0297	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1727-cat_2	44575	0.0006	0.0002	0.0000	0.0000	0.0013	0.0012	0.0000	0.0000	0.0000	0.0000	0.0015	0.0000	0.0000	0.0010	0.0003
VIRSorter_Contig_1562-cat_2	44477	0.0017	0.0005	0.0011	0.0009	0.0027	0.0011	0.0006	0.0002	0.0009	0.0004	0.0003	0.0009	0.0015	0.0004	0.0004
VIRSorter_Contig_3861-cat_2	44437	0.0010	0.0003	0.0008	0.0005	0.0004	0.0005	0.0010	0.0005	0.0006	0.0008	0.0002	0.0018	0.0012	0.0007	0.0002
VIRSorter_Contig_3670-cat_2	44299	0.0611	0.0200	0.0202	0.0157	0.0307	0.0186	0.0590	0.0312	0.0389	0.0219	0.0100	0.0639	0.0300	0.0303	0.0216
VIRSorter_Contig_2178-cat_2	44264	0.0249	0.0052	0.0837	0.0482	0.0322	0.0137	0.0614	0.0305	0.0926	0.2116	0.0799	0.0326	0.0304	0.0209	0.0221
VIRSorter_Contig_1435-cat_2	44108	0.0021	0.0012	0.0105	0.0119	0.1401	0.0026	0.0130	0.0044	0.0030	0.0108	0.0069	0.0037	0.0019	0.0024	0.0031
VIRSorter_Contig_2179-cat_2	44078	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0937	0.0587	0.0000	0.0003	0.0000	0.0005	0.0000	0.0004	0.0000
VIRSorter_Contig_1712-cat_2	44068	0.0001	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000
VIRSorter_Contig_1195-cat_2	44066	0.0072	0.0036	0.0067	0.0069	0.0086	0.0057	0.0085	0.0040	0.0080	0.0050	0.0022	0.0093	0.0063	0.0072	0.0053
VIRSorter_Contig_259-cat_2	44057	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_4499-cat_2	44050	0.1538	0.0819	0.0202	0.0145	0.1438	0.0972	0.0957	0.0658	0.0236	0.0065	0.0439	0.0301	0.0180	0.0754	0.0800
VIRSorter_Contig_1569-cat_2	44021	0.0620	0.0362	0.0116	0.0106	0.1375	0.1257	0.0495	0.0330	0.0041	0.0032	0.0083	0.0016	0.0021	0.0080	0.0048
VIRSorter_Contig_3393-cat_2	43953	0.0000	0.0000	0.0006	0.0003	0.0001	0.0000	0.0000	0.0002	0.0004	0.0004	0.0000	0.0011	0.0011	0.0000	0.0001
VIRSorter_Contig_4207-cat_2	43908	0.0006	0.0004	0.0000	0.0001	0.0089	0.0010	0.0041	0.0051	0.0054	0.0066	0.0009	0.0003	0.0003	0.1031	0.0060
VIRSorter_Contig_2730-cat_2	43885	0.0603	0.0213	0.0630	0.0527	0.0228	0.0152	0.0990	0.0518	0.0887	0.0320	0.0075	0.0584	0.0231	0.0665	0.0517
VIRSorter_Contig_744-cat_2	43723	0.0000	0.0000	0.0660	0.0457	0.0002	0.0000	0.0360	0.0343	0.0108	0.0096	0.0000	0.0326	0.0138	0.0000	0.0000
VIRSorter_Contig_2754-cat_2	43706	0.5293	0.3809	0.5436	0.4187	0.5217	0.3656	0.4970	0.2752	0.3448	0.2627	0.1770	0.5180	0.4187	0.3155	0.1760
VIRSorter_Contig_1183-cat_2	43673	0.0480	0.0180	0.0815	0.0300	0.1015	0.0084	0.0213	0.0411	0.0004	0.0006	0.0052	0.0001	0.0000	0.1568	0.0402
VIRSorter_Contig_1854-cat_2	43566	0.0007	0.0005	0.0100	0.0155	0.0558	0.0695	0.0495	0.0312	0.0590	0.0316	0.1000	0.0614	0.0230	0.0685	0.0762
VIRSorter_Contig_1104-cat_2	43463	0.0009	0.0006	0.0003	0.0004	0.0010	0.0004	0.0003	0.0003	0.0003	0.0008	0.0002	0.0010	0.0008	0.0005	0.0003
VIRSorter_Contig_72-cat_2	43456	0.0883	0.0562	0.0899	0.1123	0.0546	0.0733	0.0927	0.0288	0.0938	0.0455	0.0343	0.0517	0.0290	0.0769	0.0550
VIRSorter_Contig_4240-cat_2	43453	0.0138	0.0142	0.0383	0.0302	0.0298	0.0270	0.0363	0.0073	0.0323	0.0070	0.0081	0.0094	0.0105	0.0259	0.0184
VIRSorter_Contig_3841-cat_2	43436	0.1516	0.1025	0.1006	0.0931	0.2287	0.1046	0.0878	0.0859	0.0761	0.0500	0.0516	0.1217	0.0894	0.1345	0.0889
VIRSorter_Contig_1426-cat_2	43374	0.0727	0.0325	0.0042	0.0043	0.1136	0.0615	0.1520	0.1256	0.1317	0.0694	0.0296	0.0135	0.0090	0.0457	0.0421
VIRSorter_Contig_4540-cat_2	43371	0.0149	0.0113	0.0213	0.0272	0.0016	0.0021	0.0286	0.0076	0.1183	0.0478	0.0212	0.0486	0.0296	0.1480	0.1231
VIRSorter_Contig_4262-cat_2	43243	0.0678	0.0451	0.1153	0.0992	0.0580	0.0537	0.1201	0.0634	0.1587	0.0636	0.0284	0.1481	0.1104	0.0995	0.0584
VIRSorter_Contig_1397-cat_2	43171	0.0050	0.0040	0.0048	0.0044	0.1793	0.0054	0.0092	0.0038	0.0106	0.0087	0.0050	0.0082	0.0047	0.0054	0.0036
VIRSorter_Contig_2580-cat_2	43171	0.0153	0.0106	0.0439	0.0297	0.0103	0.0176	0.0322	0.0271	0.0899	0.0162	0.0078	0.0327	0.0282	0.0141	0.0077
VIRSorter_Contig_1633-cat_2	43112	0.0040	0.0023	0.0015	0.0017	0.0033	0.0016	0.0055	0.0051	0.0018	0.0005	0.0007	0.0005	0.0003	0.0024	0.0007
VIRSorter_Contig_43-cat_2	43073	0.7351	0.0532	0.0036	0.0100	0.1050	0.0726	0.1038	0.0336	0.1106	0.0558	0.0190	0.0412	0.0134	0.0248	0.0203
VIRSorter_Contig_707-cat_2	43065	0.0601	0.0300	0.0961	0.0611	0.0954	0.0268	0.0497	0.0225	0.0368	0.0179	0.0157	0.0354	0.0250	0.0252	0.0267
VIRSorter_Contig_3953-cat_2	43064	0.0021	0.0013	0.0014	0.0007	0.0657	0.0467	0.0161	0.0147	0.0469	0.0282	0.0212	0.0115	0.0065	0.2918	0.1326
VIRSorter_Contig_2411-cat_2	43013	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0017	0.0017	0.0003	0.0002	0.0000	0.0003	0.0000	0.0001	0.0003
VIRSorter_Contig_2529-cat_2	43002	0.0227	0.0049	0.0001	0.0010	0.0027	0.0009	0.0027	0.0020	0.4601	0.1217	0.0080	0.0090	0.0040	0.0080	0.0123
VIRSorter_Contig_2223-cat_2	43002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_4298-cat_2	42915	0.0093	0.0060	0.0074	0.0077	0.0066	0.0040	0.0084	0.0080	0.0045	0.0026	0.0021	0.0070	0.0051	0.0111	0.0053
VIRSorter_Contig_1227-cat_2	42880	0.0246	0.0135	0.0144	0.0168	0.1111	0.0618	0.0180	0.0155	0.0164	0.0120	0.0107	0.0122	0.0094	0.0165	0.0080
VIRSorter_Contig_1438-cat_2	42776	0.0166	0.0109	0.0010	0.0010	0.1001	0.0486	0.0085	0.0061	0.0000	0.0001	0.0018	0.0003	0.0004	0.0043	0.0023
VIRSorter_Contig_2703-cat_2	42660	0.0072	0.0050	0.0425	0.0366	0.0113	0.0051	0.0732	0.0293	0.1279	0.0691	0.0021	0.0500	0.0483	0.0038	0.0023
VIRSorter_Contig_1043-cat_2	42616	0.0013	0.0006	0.0020	0.0033	0.0018	0.0012	0.0074	0.0026	0.0081	0.0032	0.0010	0.0065	0.0040	0.0022	0.0021
VIRSorter_Contig_1853-cat_2	42478	0.0006	0.0003	0.0006	0.0005	0.0023	0.0013	0.0006	0.0002	0.0002	0.0000	0.0000	0.0002	0.0004	0.0001	0.0003
VIRSorter_Contig_2259-cat_2	42475	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_2025-cat_2	42432	0.0054	0.0023	0.1328	0.1865	0.2570	0.0732	0.2330	0.1298	0.2253	0.2977	0.0251	0.1188	0.0281	0.0005	0.0008
VIRSorter_Contig_1837-cat_2	42421	0.0553	0.0625	0.0229	0.0308	0.0520	0.0640	0.0413	0.0345	0.0062	0.0045	0.0186	0.0292	0.0552	0.0200	0.0187
VIRSorter_Contig_1180-cat_2	42390	0.0018	0.0021	0.0002	0.0000	0.1030	0.0045	0.0001	0.0000	0.0001	0.0000	0.0002	0.0000	0.0000	0.0000	0.0005
VIRSorter_Contig_4487-cat_2	42356	0.3019	0.1072	0.0319	0.0310	0.1973	0.1019	0.0713	0.0491	0.0377	0.0179	0.0422	0.0860	0.0597	0.1676	0.1090
VIRSorter_Contig_3069-cat_2	42175	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0047	0.0008	0.1200	0.0001	0.0037	0.0000	0.0000
VIRSorter_Contig_878-cat_2	42173	0.0488	0.0226	0.0851	0.0625	0.1716	0.0368	0.1030	0.0711	0.0994	0.0804	0.1743	0.1345	0.0614	0.0670	0.0357
VIRSorter_Contig_3738-cat_2	42154	0.0588	0.0321	0.0436	0.0370	0.0764	0.0628	0.0713	0.0363	0.0638	0.0455	0.0403	0.2944	0.2044	0.0540	0.0358
VIRSorter_Contig_1807-cat_2	42083	0.0298	0.0455	0.0169	0.0312	0.0696	0.0612	0.0303	0.0219	0.0364	0.0412	0.0168	0.0263	0.0203	0.0700	0.0295
VIRSorter_Contig_3756-cat_2	42035	0.0086	0.0064	0.0077	0.0050	0.0077	0.0082	0.0061	0.0046	0.0051	0.0044	0.0081	0.0143	0.0877	0.0045	0.0056
VIRSorter_Contig_4457-cat_2	42007	0.0001	0.0000	0.0000	0.0000	0.0025	0.0012	0.0004	0.0002	0.0011	0.0005	0.0007	0.0004	0.0000	0.0033	0.0019
VIRSorter_Contig_4296-cat_2	42006	0.0341	0.0145	0.0526	0.0541	0.0276	0.0377	0.0345	0.0148	0.0466	0.0102	0.0126	0.0155	0.0080	0.0872	0.0420
VIRSorter_Contig_4503-cat_2	41914	0.0007	0.0002	0.0001	0.0000	0.0007	0.0007	0.0005	0.0003	0.0012	0.0007	0.0002	0.0007	0.0006	0.0018	0.0008
VIRSorter_Contig_2248-cat_2	41904	0.0026	0.0515	0.0023	0.0007	0.0002	0.0006	0.0865	0.0275	0.0180	0.0420	0.0027	0.0024	0.0114	0.0203	0.0114
VIRSorter_Contig_595-cat_2	41894	0.0079	0.0058	0.0037	0.0051	0.0084	0.0053	0.0048	0.0050	0.0005	0.0000	0.0017	0.0015	0.0019	0.0036	0.0020
VIRSorter_Contig_2073-cat_2	41760	0.0474	0.0203	0.0232	0.0313	0.1301	0.0846	0.0955	0.0614	0.1100	0.0686	0.0277	0.0760	0.0388	0.0146	0.0131
VIRSorter_Contig_4199-cat_2	41733	0.0024	0.0024	0.0188	0.0032	0.0163	0.0057	0.0001	0.0001	0.0000	0.0002	0.0092	0.0003	0.0001	0.6140	0.0642
VIRSorter_Contig_3960-cat_2	41663	0.0535	0.0390	0.0487	0.0563	0.0346	0.0283	0.0329	0.0353	0.0162	0.0092	0.0174	0.0267	0.0199	0.1243	0.0748
VIRSorter_Contig_1828-cat_2	41624	0.0004	0.0004	0.0000	0.0000	0.0003	0.0004	0.0000	0.0002	0.0000	0.0000	0.0005	0.0000	0.0000	0.0004	0.0004
VIRSorter_Contig_627-cat_2	41621	0.0037	0.0012	0.0845	0.0052	0.0033	0.0012	0.0314	0.0113	0.0498	0.0297	0.0120	0.0913	0.0263	0.0261	0.0163
VIRSorter_Contig_1041-cat_2	41533	0.0041	0.0104	0.1432	0.1095	0.0034	0.0024	0.0472	0.0138	0.0210	0.0222	0.0087	0.0194	0.0090	0.0041	0.0034
VIRSorter_Contig_529-cat_2	41470	0.0037	0.0616	0.0003	0.0001	0.0001	0.0001	0.0001	0.0002	0.0001	0.0000	0.0000	0.0006	0.0000	0.0000	0.0000
VIRSorter_Contig_3397-cat_2	41468	0.0061	0.0055	0.0254	0.0364	0.0002	0.0000	0.0009	0.0016	0.0027	0.0026	0.0042	0.0959	0.0365	0.0008	0.0011
VIRSorter_Contig_2002-cat_2	41439	0.0022	0.0002	0.0054	0.0121	0.0009	0.0027	0.0603	0.0018	0.0005	0.0001	0.0002	0.0013	0.0028	0.0002	0.0000
VIRSorter_Contig_4215-cat_2	41438	0.0396	0.0224	0.0289	0.0304	0.0189	0.0108	0.0327	0.0300	0.0230	0.0166	0.0164	0.0311	0.0249	0.1057	0.0503
VIRSorter_Contig_3346-cat_2	41399	0.0041	0.0021	0.0172	0.0189	0.0119	0.0097	0.0101	0.0092	0.0241	0.0145	0.0061	0.0656	0.0365	0.0067	0.0034
